x,y,z
-33,42,-1057
21,165,-1054
3,109,-1112
109,-91,-1114
-48,-81,-923
19,35,-815
-33,117,-968
81,-25,-1085
-52,33,-1061
-3,140,-1032
42,101,-1120
83,-62,-1077
21,-83,-936
-42,23,-839
-33,117,-929
7,-27,-1081
-81,48,-1046
-48,148,-1050
3,142,-1132
39,-48,-1132
-5,-80,-927
-76,33,-833
-1,115,-931
17,-9,-1069
-72,-19,-1075
-44,111,-1042
17,158,-1112
54,-50,-1122
3,-80,-964
-27,0,-815
9,126,-921
11,-7,-1028
-39,19,-1087
-52,101,-1061
-19,228,-1116
68,-66,-1139
-17,-85,-970
-78,-21,-815
-7,122,-909
0,-3,-1069
-7,-21,-1069
-40,95,-1034
21,191,-1091
17,-19,-1124
21,-105,-991
-50,-37,-858
-15,126,-878
-9,31,-1046
-7,15,-1091
-27,44,-1044
-31,169,-1093
42,15,-1138
21,-60,-1030
-66,-39,-849
-7,91,-894
-25,44,-1015
81,-42,-1079
-62,113,-1046
33,142,-1083
31,52,-1167
70,-89,-1009
-48,-48,-847
-19,74,-823
17,68,-1040
21,-40,-1085
-66,74,-1054
-13,158,-1046
44,87,-1134
33,-68,-1056
-56,-54,-892
-35,56,-845
-19,40,-993
11,-21,-1077
-17,33,-1071
-42,152,-1093
1,95,-1145
35,-89,-1067
-97,-40,-864
-48,11,-829
-42,101,-1003
31,-7,-1102
-70,33,-1052
-23,152,-1040
21,99,-1134
54,-81,-1083
-52,-35,-894
-27,9,-866
11,80,-993
19,-17,-1085
-80,117,-1087
-1,126,-1030
19,95,-1085
72,-89,-1112
-62,-50,-895
-21,50,-829
-5,19,-952
58,-9,-1056
-44,42,-1036
-27,173,-1054
37,87,-1126
54,-56,-1122
-42,-68,-888
-64,33,-800
-31,91,-974
1,-7,-1108
-80,40,-1085
-39,107,-1026
-5,126,-1102
85,-48,-1114
-44,-54,-960
-19,-31,-851
-17,76,-919
42,-3,-1054
-76,52,-1056
-27,103,-1067
3,126,-1139
17,-19,-1114
-31,-50,-933
-56,-9,-796
-29,66,-907
11,3,-1085
-70,87,-1083
-9,60,-1052
-11,167,-1106
56,-13,-1138
-1,-66,-987
-11,-31,-851
0,66,-927
11,7,-1042
-19,50,-1081
-1,89,-1056
33,124,-1083
68,-23,-1104
44,-54,-1020
-23,-13,-837
-11,101,-874
27,17,-1046
-33,25,-1063
-39,83,-1059
-15,156,-1093
27,13,-1153
40,-121,-1020
-78,-21,-847
-42,119,-854
37,5,-1061
-17,5,-1089
-33,83,-1032
-23,169,-1067
27,31,-1120
27,-111,-1038
-58,-31,-884
-56,81,-862
21,56,-1015
-7,-70,-1071
-60,134,-1054
-21,152,-1110
27,109,-1126
35,-124,-1085
-72,-48,-856
-37,68,-853
-7,101,-993
37,-56,-1110
-64,111,-1028
-3,124,-1097
3,76,-1112
40,-91,-1087
-70,-9,-886
-29,62,-841
-33,60,-970
-31,-64,-1089
-48,83,-1073
-39,124,-1040
27,136,-1128
-21,-122,-1083
-48,-27,-927
-60,15,-825
-21,167,-1009
25,-60,-1081
-42,35,-1081
-44,189,-1036
11,113,-1118
72,-101,-1120
-33,-95,-923
-31,64,-813
-27,81,-942
62,-35,-1063
-50,1,-1061
5,160,-1048
-15,171,-1098
95,-64,-1108
-60,-111,-938
-21,17,-831
-21,119,-935
81,-13,-1087
-66,25,-1063
-17,119,-1052
23,122,-1141
78,-39,-1120
-52,-74,-927
-56,9,-808
11,70,-923
50,37,-1073
19,-7,-1089
-54,144,-1015
23,89,-1114
56,-31,-1120
-17,-87,-977
-60,19,-829
-46,81,-940
23,15,-1040
-64,5,-1075
-40,117,-1036
-21,148,-1122
66,-9,-1136
-15,-80,-958
-50,-3,-813
9,68,-897
42,15,-1073
3,-7,-1077
-39,93,-1022
-19,136,-1093
40,17,-1124
-9,-85,-997
-35,-15,-845
-42,89,-901
9,60,-1020
-11,-11,-1083
-54,76,-1018
-21,138,-1108
40,52,-1128
-5,-70,-1034
-40,-60,-847
-35,66,-872
27,80,-1022
-23,-3,-1106
-74,70,-1026
-21,146,-1114
68,11,-1145
29,-74,-1028
-56,-40,-813
-23,48,-864
25,46,-1022
-33,25,-1110
-50,35,-1036
39,160,-1089
46,39,-1128
76,-50,-1054
-50,-33,-882
23,42,-872
15,56,-1024
-7,39,-1067
5,3,-1063
-11,111,-1057
85,74,-1130
37,-48,-1044
-64,-58,-880
-33,19,-835
-23,72,-1005
44,5,-1071
-52,64,-1063
-42,146,-1050
5,76,-1136
3,-15,-1063
-35,-85,-936
-66,11,-853
-17,66,-995
0,21,-1075
-56,44,-1069
-40,91,-1036
35,87,-1138
58,-50,-1098
-37,-48,-915
-54,-3,-819
21,68,-987
7,7,-1069
-37,39,-1083
-58,115,-1030
27,124,-1159
29,-60,-1108
-68,-33,-909
-60,-27,-798
-44,85,-985
11,19,-1085
-62,46,-1071
-66,95,-1032
21,126,-1091
37,-35,-1124
-7,-91,-952
-80,-13,-837
-42,97,-927
23,3,-1063
-99,40,-1059
-19,46,-1061
0,154,-1143
29,-3,-1112
-27,-70,-938
-58,-7,-815
-19,89,-911
54,15,-1089
-35,66,-1075
-23,42,-1061
-13,150,-1098
103,-9,-1126
13,-62,-966
-39,-39,-856
-13,97,-878
50,-9,-1032
-25,64,-1063
-25,27,-1038
-29,169,-1075
140,-21,-1147
-15,-93,-968
-33,13,-825
-39,66,-872
60,-5,-1095
-56,64,-1048
-44,109,-1050
11,171,-1098
76,-50,-1165
-13,-40,-983
-33,-54,-823
-19,148,-862
78,-50,-1081
-31,19,-1081
1,46,-1046
-33,158,-1081
42,1,-1114
3,-58,-1036
-52,-23,-880
-27,56,-868
5,17,-999
3,-7,-1067
-42,81,-1057
-31,185,-1104
56,11,-1149
54,-76,-1026
-33,-33,-849
-60,115,-831
52,17,-1034
-15,-40,-1098
-42,56,-1071
-56,208,-1040
74,7,-1145
13,-74,-1030
-31,-48,-876
-58,105,-837
40,27,-991
-21,-11,-1065
-56,44,-1057
-44,204,-1075
58,50,-1138
50,-60,-1083
-37,-62,-907
-54,78,-827
21,9,-1015
-9,-19,-1091
-29,35,-1052
-56,195,-1073
11,25,-1122
17,-64,-1077
-68,-74,-897
-50,31,-815
-39,111,-966
54,-23,-1102
-70,76,-1061
-21,91,-1030
11,152,-1128
40,-39,-1098
-33,-37,-954
-31,-15,-872
-19,101,-966
27,27,-1057
-66,21,-1059
-46,83,-1044
25,89,-1173
78,5,-1102
0,-99,-921
-35,11,-825
25,62,-940
62,31,-1052
3,-15,-1061
-27,60,-1057
5,177,-1108
80,-13,-1130
-11,-83,-958
-56,-29,-833
-60,134,-907
13,15,-1057
-70,21,-1052
-35,37,-1052
-48,183,-1102
99,15,-1128
-21,-89,-983
-60,-56,-845
-46,91,-864
33,44,-1057
-74,13,-1081
-60,44,-1042
-39,152,-1114
33,15,-1122
-27,-74,-960
-87,-35,-841
-17,99,-899
37,130,-1061
-27,-42,-1106
-21,39,-1030
-13,152,-1091
130,76,-1143
19,-121,-1003
-17,-64,-849
-46,95,-888
85,74,-1030
-46,-19,-1071
11,25,-1048
-52,187,-1059
119,91,-1145
7,-128,-1005
-25,-33,-817
52,109,-1063
-33,-31,-1083
-64,23,-1057
-50,156,-1073
44,93,-1149
1,-87,-1024
-56,-91,-880
-44,48,-849
15,99,-1009
-29,3,-1065
-46,-7,-1048
-42,113,-1098
54,158,-1108
68,-62,-1036
-27,-107,-882
-29,21,-856
48,124,-1007
7,-23,-1116
-21,39,-1054
-11,126,-1052
58,181,-1124
56,-103,-1065
-33,-132,-878
-54,72,-829
21,122,-987
15,-19,-1073
-23,-9,-1075
-46,144,-1036
31,146,-1120
74,-74,-1093
-29,-111,-909
-62,42,-817
-7,109,-981
3,-13,-1073
-68,17,-1048
-64,162,-1077
5,117,-1130
21,-58,-1085
-42,-91,-911
-56,39,-827
-9,113,-999
7,15,-1104
-64,-31,-1075
-66,142,-1071
33,87,-1141
23,39,-1071
-23,-91,-950
-54,-23,-827
-31,46,-942
9,46,-1036
-76,9,-1052
-39,85,-1036
-13,158,-1128
54,-13,-1122
-80,-70,-931
-46,-42,-853
-31,150,-944
13,35,-1075
-33,0,-1091
-50,44,-1048
40,181,-1110
35,33,-1102
21,-138,-983
-68,-13,-821
29,72,-915
-1,85,-1046
3,-5,-1063
-33,136,-1042
97,81,-1112
11,15,-1130
70,-72,-999
-70,5,-839
3,60,-913
21,-5,-1050
17,23,-1069
-54,103,-1020
0,111,-1141
39,-5,-1143
-33,-68,-950
-56,5,-812
-5,35,-899
-7,50,-1057
-3,0,-1089
-40,87,-1018
21,124,-1102
5,15,-1112
29,-31,-1036
-74,-50,-843
-29,46,-897
-13,44,-991
-27,60,-1073
-7,7,-1052
-46,156,-1112
66,78,-1124
46,-91,-1030
-48,-27,-839
-19,0,-872
23,97,-1013
3,7,-1112
-72,9,-1009
-42,142,-1079
54,66,-1120
11,-42,-1040
-48,-113,-856
-37,54,-851
5,83,-1020
-33,46,-1069
-54,9,-1040
-33,117,-1083
35,83,-1124
25,-33,-1052
-74,-70,-888
-21,42,-870
19,64,-995
-11,9,-1056
-29,-1,-1050
-58,165,-1067
76,87,-1145
60,-58,-1034
-3,-83,-866
-40,21,-815
31,126,-993
48,5,-1114
-5,23,-1069
-39,107,-1056
48,140,-1110
68,-54,-1098
-15,-85,-925
-54,62,-860
-5,80,-948
33,-31,-1063
-52,13,-1024
-11,126,-1059
66,115,-1143
56,-15,-1110
-7,-128,-890
-74,21,-829
5,146,-956
-13,15,-1106
-40,0,-1085
-60,74,-1044
15,189,-1122
50,-3,-1126
-9,-103,-944
-54,-31,-841
-42,148,-942
58,17,-1081
-35,11,-1085
-46,60,-1052
19,148,-1112
93,25,-1108
-33,-136,-966
-70,-19,-843
-33,154,-923
68,11,-1067
-89,-1,-1036
-54,85,-1024
-19,160,-1116
68,0,-1167
-13,-132,-942
-101,19,-823
-21,165,-919
21,13,-1126
-64,0,-1059
-35,46,-1050
-40,185,-1073
78,15,-1141
-44,-91,-985
-25,-60,-884
-50,117,-864
25,25,-1046
-42,-15,-1052
-48,23,-1020
-33,173,-1110
85,93,-1157
19,-126,-995
-78,-44,-835
-19,117,-907
17,101,-1069
1,-29,-1079
-76,1,-1028
-44,175,-1091
83,60,-1151
25,-81,-1005
-40,-80,-839
-42,111,-874
66,25,-1016
-66,46,-1065
-3,-15,-1038
-48,195,-1075
146,-5,-1132
-19,-60,-1028
-39,-60,-876
-56,103,-870
80,39,-1042
-33,9,-1048
11,17,-1026
-23,214,-1083
117,9,-1171
19,-39,-1036
-66,-54,-843
-9,64,-833
48,25,-1028
29,19,-1104
3,0,-1038
-66,191,-1044
109,-3,-1139
15,-48,-1028
-15,-78,-905
-62,124,-854
35,13,-1005
-35,-7,-1036
-37,40,-1046
-46,156,-1073
29,154,-1171
17,-83,-1073
-48,-60,-899
-87,42,-819
13,42,-995
17,0,-1073
-52,25,-1075
-68,146,-1024
52,91,-1134
25,-48,-1069
9,-70,-909
-74,35,-825
35,64,-991
5,-1,-1052
9,56,-1075
-72,132,-1061
44,130,-1134
44,-48,-1087
-33,-64,-936
-58,-9,-833
-3,156,-954
37,-13,-1079
-58,29,-1052
-48,50,-1032
9,146,-1116
52,-64,-1102
-29,-52,-931
-80,-25,-841
-1,117,-944
-15,19,-1075
-68,23,-1073
-44,62,-1046
13,193,-1116
37,-11,-1132
-17,-107,-929
-68,-21,-854
29,158,-952
13,35,-1052
-19,-42,-1046
-42,56,-1067
66,199,-1095
103,5,-1138
19,-134,-960
-40,-25,-833
-7,162,-935
66,19,-1059
-37,-35,-1057
-60,111,-1018
-15,150,-1091
87,44,-1124
-21,-134,-995
-54,-27,-856
-50,95,-872
27,95,-1057
-68,-46,-1048
-66,29,-1042
-35,193,-1134
62,40,-1155
-35,-121,-1003
-78,-121,-874
-54,175,-884
13,56,-1030
-19,-21,-1087
-35,13,-1020
-33,201,-1093
68,64,-1139
3,-122,-1046
-68,-39,-856
-52,132,-899
48,81,-1028
-5,-70,-1097
-17,44,-1046
-15,165,-1083
70,113,-1138
23,-117,-1056
-44,-95,-843
-60,115,-856
54,76,-1011
-3,-31,-1054
-56,29,-1005
-35,183,-1075
122,66,-1163
-35,-83,-1022
-23,-64,-882
-64,107,-862
70,105,-1044
-66,-48,-1081
-27,25,-1046
-60,160,-1052
60,91,-1145
-27,-80,-1059
-56,-50,-909
-46,78,-853
23,109,-1001
-29,-29,-1034
17,-35,-1044
-21,195,-1057
113,119,-1149
40,-70,-1063
-17,-109,-882
-81,80,-864
-23,111,-1001
-89,-9,-1077
-89,-5,-1034
-199,140,-1028
-72,130,-1132
-181,-46,-1083
-146,-117,-911
-281,42,-823
-124,111,-981
-238,23,-1036
-195,-39,-1073
-267,56,-1034
-111,150,-1138
-146,50,-1098
-201,-126,-948
-308,-42,-854
-374,117,-1009
-441,80,-1011
-431,-70,-1042
-493,121,-979
-888,76,-1313
-806,44,-1077
-698,-97,-905
-1015,54,-894
-913,-5,-870
-874,146,-1044
-646,-13,-991
-905,-9,-1013
-673,160,-1089
-681,-31,-1145
-605,-21,-968
-696,-107,-938
-515,105,-993
-427,105,-1020
-439,50,-1065
-300,11,-1093
-195,-13,-1214
-117,222,-1141
-101,-103,-1001
-220,9,-854
-48,-64,-927
-111,165,-1030
-78,-21,-1065
-128,76,-1052
-46,111,-1145
-111,46,-1167
156,-56,-931
-163,-48,-905
216,60,-792
347,130,-895
226,-5,-1044
224,-44,-1003
429,218,-1079
497,-15,-1079
279,-15,-1095
349,-44,-884
154,74,-858
263,144,-1130
111,-3,-1118
126,52,-1034
50,146,-1104
91,76,-1155
-23,-109,-942
-85,-33,-812
-68,105,-810
-91,76,-970
-128,-19,-1071
-132,9,-1046
-103,193,-1034
-64,124,-1145
-40,-113,-1106
-66,-74,-921
-111,83,-876
-33,80,-1026
-97,-19,-1061
-113,13,-1038
-138,130,-1106
-80,97,-1186
-152,-68,-1077
-216,-117,-901
-269,142,-880
-134,97,-1030
-167,-39,-1104
-148,13,-1081
-152,179,-1077
-66,136,-1128
-78,-91,-1075
-117,-130,-899
-208,93,-798
-74,121,-966
-160,-5,-1052
-101,-33,-1056
-175,158,-1038
-44,128,-1116
-50,-70,-1073
-56,-85,-901
-66,66,-851
9,105,-972
-21,-44,-1095
-60,0,-1044
-85,171,-1052
78,130,-1138
9,-68,-1083
-50,-105,-870
-64,85,-819
44,122,-983
39,-29,-1126
9,-15,-1067
1,148,-1028
111,134,-1097
83,-33,-1110
37,-126,-925
-27,29,-845
60,95,-977
33,-7,-1061
3,-27,-1044
-29,124,-1026
124,105,-1124
60,-35,-1087
9,-99,-931
-33,31,-819
80,115,-970
44,11,-1110
44,-48,-1093
-42,154,-1052
91,154,-1132
76,-21,-1136
37,-109,-964
-37,23,-839
21,117,-927
42,25,-1079
-3,-25,-1067
-52,95,-1007
23,169,-1118
44,-13,-1124
-27,-117,-958
-87,0,-823
-29,156,-913
-7,13,-1063
-85,-31,-1050
-62,105,-1015
-25,181,-1097
17,13,-1139
-60,-126,-974
-78,-7,-819
-33,128,-915
-13,81,-1081
-37,-64,-1081
-72,83,-1024
-13,158,-1098
27,68,-1139
-35,-126,-1001
-68,-13,-856
-37,124,-917
7,21,-1065
-80,-31,-1069
-60,50,-1001
-29,208,-1097
78,3,-1169
-17,-121,-1007
-46,-13,-835
-23,132,-888
42,46,-1067
-56,-39,-1079
-9,42,-1040
-33,220,-1069
101,31,-1139
7,-121,-1007
-13,-37,-858
-25,111,-903
42,85,-1020
-54,-42,-1071
-40,7,-1022
-27,181,-1071
81,101,-1139
23,-91,-1028
7,-80,-870
-33,134,-909
58,81,-1044
-15,-50,-1100
-23,0,-1036
-35,175,-1046
109,126,-1112
-13,-97,-1044
25,-87,-890
-72,119,-856
91,66,-1030
-74,-21,-1052
17,-21,-1034
-68,181,-1028
89,95,-1134
0,-95,-1056
-29,-62,-892
-72,101,-870
72,70,-1020
-68,-35,-1081
-35,-5,-1030
-78,206,-1052
76,97,-1134
-7,-95,-1079
-25,-91,-886
-66,113,-849
3,87,-1018
-52,-35,-1089
-44,-42,-1036
-72,187,-1030
35,124,-1098
0,-50,-1083
-9,-115,-913
-68,87,-849
27,115,-1011
-52,-39,-1065
-56,5,-1030
-68,154,-1038
46,107,-1124
15,-1,-1081
27,-121,-931
-44,46,-849
35,109,-991
1,-3,-1073
0,-48,-1073
-66,136,-1013
64,162,-1071
13,-19,-1075
64,-150,-940
-66,31,-833
72,152,-979
-7,17,-1098
0,-50,-1067
-70,117,-999
68,199,-1098
33,-11,-1100
40,-138,-972
-54,40,-864
37,126,-981
7,-1,-1097
-25,-44,-1050
-54,107,-1007
13,167,-1100
39,-3,-1087
33,-142,-950
-58,15,-831
-9,144,-964
7,15,-1120
-56,-37,-1061
-64,87,-1011
-1,177,-1054
27,37,-1114
-11,-105,-987
-64,-15,-882
-23,150,-946
-21,3,-1077
-56,-29,-1093
-72,52,-1020
-21,195,-1100
48,21,-1104
1,-113,-983
-62,-25,-849
1,111,-946
0,54,-1079
-31,-80,-1079
-81,64,-997
0,193,-1057
11,68,-1114
11,-76,-1009
-42,-52,-884
-21,126,-921
21,52,-1069
-56,-19,-1077
-23,21,-1036
-48,185,-1050
78,64,-1120
5,-76,-993
-13,-62,-888
-5,93,-921
27,68,-1040
-31,-54,-1081
-27,15,-1011
-33,201,-1071
91,72,-1114
15,-97,-1022
-19,-52,-858
-17,105,-907
19,89,-1052
-31,-52,-1124
-48,-5,-1042
-66,183,-1026
40,107,-1097
7,-91,-1048
-11,-52,-909
-52,72,-890
70,35,-1020
-37,-42,-1069
-23,40,-1046
-60,134,-1028
70,72,-1124
-388,-54,-1114
-167,-54,-749
-378,58,-888
-247,15,-987
-1038,25,-1272
-806,76,-929
-847,177,-1050
-1083,64,-1206
-1221,-81,-1024
-1368,42,-878
-1138,0,-772
-1469,-39,-985
-1272,29,-948
-1415,50,-1106
-1296,216,-1005
-1397,-144,-1255
-1149,17,-1102
-1337,-15,-1003
-1221,154,-882
-1272,-162,-1042
-1005,-46,-1118
-1122,292,-1073
-1050,130,-1091
-976,-76,-1196
-894,-171,-1223
-905,220,-872
-985,-54,-833
-825,-64,-927
-796,-58,-1128
-845,318,-1044
-950,54,-1061
-800,-156,-1153
-858,0,-1126
-944,197,-894
-1075,11,-739
-1005,-292,-895
-1081,95,-989
-1155,181,-952
-1214,162,-985
-1112,-240,-1128
-1225,15,-1151
-1202,95,-901
-1364,119,-849
-1300,-191,-979
-1327,-21,-1085
-1428,300,-1071
-1510,115,-1077
-1458,-64,-1171
-1257,-267,-1249
-1544,413,-1056
-1424,-64,-782
-1374,-185,-942
-1077,-40,-1018
-1255,363,-968
-1106,-54,-1018
-1206,-212,-1214
-952,-74,-1204
-1223,281,-1054
-1184,35,-886
-1151,-242,-958
-849,-115,-1054
-1190,378,-1054
-1266,97,-966
-1175,-169,-1040
-1044,-136,-1184
-1298,197,-989
-1434,33,-812
-1300,-312,-923
-1229,-21,-1126
-1561,593,-1001
-1567,-13,-931
-1391,-136,-1098
-1262,-185,-1288
-1417,273,-1059
-1557,68,-915
-1401,-206,-960
-1352,85,-1028
-1497,189,-868
-1452,-134,-929
-1370,3,-1100
-1253,-101,-1374
-1464,333,-1198
-1419,-126,-911
-1364,175,-827
-1003,-230,-917
-1325,300,-1061
-1235,-101,-1097
-1331,-93,-1065
-991,-19,-1303
-1421,343,-1067
-1354,-214,-739
-1354,25,-745
-1210,-232,-1024
-1547,370,-991
-1436,89,-1022
-1337,-5,-1171
-1087,-46,-1220
-1253,259,-1005
-1362,1,-774
-1460,-267,-870
-1214,-310,-1102
-1179,300,-1022
-1715,228,-1044
-1327,-93,-1196
-1237,66,-1311
-1339,107,-1069
-1596,70,-808
-1294,-314,-817
-1440,173,-921
-1290,-148,-999
-1510,255,-1198
-1247,81,-1110
-1266,-72,-1132
-1218,-117,-1089
-1323,29,-1024
-1220,111,-653
-1225,-206,-858
-1136,238,-1095
-1356,216,-1169
-1329,-21,-977
-1272,-236,-1331
-1300,413,-1095
-1350,46,-714
-1626,-160,-706
-1233,-544,-999
-1528,503,-1106
-1278,-89,-976
-1626,31,-1056
-1223,140,-1337
-1479,376,-1134
-1342,-195,-792
-1430,-230,-720
-1372,-160,-1056
-1424,406,-954
-1352,-121,-1134
-1391,-204,-1300
-1305,19,-1282
-1071,218,-927
-1423,130,-886
-1393,-97,-683
-985,-322,-1071
-1024,349,-1009
-1227,-210,-1106
-993,388,-1141
-733,-101,-1167
-892,318,-880
-897,-411,-806
-681,-150,-944
-610,177,-831
-907,374,-1024
-488,-95,-1141
-716,115,-1136
-538,242,-868
-396,-222,-976
-249,242,-942
-271,-411,-812
-308,37,-960
-72,70,-958
48,148,-995
167,-78,-993
-95,62,-1352
402,316,-909
11,-136,-1157
249,134,-872
150,-27,-964
366,273,-880
257,-121,-1118
185,-62,-1108
267,152,-890
126,89,-1087
724,-150,-909
25,-144,-1208
880,-101,-700
1011,50,-782
919,634,-1159
1009,19,-956
1465,-50,-1003
1752,234,-987
1057,-105,-1538
1594,44,-812
1520,-173,-788
1602,216,-1009
1245,-384,-1225
1153,458,-1007
1303,173,-1069
1124,-62,-1095
1026,-64,-1067
1013,240,-808
1317,-58,-751
782,66,-895
1052,3,-1065
1026,222,-858
737,171,-1075
899,-80,-899
817,-189,-1358
892,-107,-1059
429,216,-622
808,156,-806
856,-64,-1251
847,304,-880
599,-15,-944
892,-242,-1233
905,70,-1309
841,121,-954
747,-21,-778
983,-44,-1011
1151,220,-1079
872,525,-958
1208,-31,-1104
1364,-140,-1126
1434,-195,-1241
1210,312,-1005
1298,298,-726
1391,-460,-722
1419,-97,-1016
1421,210,-1009
1301,345,-1141
1526,-95,-1093
1426,19,-1426
1335,103,-739
1210,195,-564
1460,-308,-763
1245,-128,-1333
1087,384,-938
1028,204,-985
1385,-193,-1268
1116,37,-1241
1122,308,-577
1075,-296,-597
1288,-115,-956
1200,232,-1360
1274,542,-1028
1243,-66,-1136
1411,-89,-1102
1465,195,-1067
1503,175,-782
1175,-448,-761
1493,-310,-958
1387,169,-1292
1241,443,-1139
1380,138,-1081
1524,-158,-1065
1424,136,-1141
1339,365,-673
1249,-304,-708
1559,-44,-1001
1526,50,-1356
1288,445,-1030
1358,-265,-962
1477,-119,-1056
1249,283,-999
1376,322,-880
1311,-220,-872
1378,-273,-1061
1356,390,-1141
1235,402,-1028
1165,-126,-972
1282,-234,-1050
1235,-21,-1169
1091,507,-901
960,-441,-868
1175,-48,-956
1323,19,-1262
1007,650,-1016
1296,-122,-907
1430,-70,-983
1352,210,-1235
1288,232,-960
1288,-160,-772
1378,-244,-979
1360,210,-1253
1155,472,-936
1300,-271,-845
1313,-74,-1061
1458,48,-1241
1282,425,-956
1428,-234,-794
1413,-48,-907
1624,85,-1007
1270,450,-927
1542,-87,-970
1462,-78,-1177
1618,-52,-1266
1329,284,-962
1547,-284,-815
1393,-158,-929
1471,175,-1056
1251,396,-1061
1292,-70,-1015
1292,-117,-1085
1282,257,-1190
1223,404,-927
1260,-296,-851
1292,-347,-878
1290,68,-970
1179,425,-952
1204,-105,-1071
1186,-111,-1167
1184,193,-1210
1061,365,-1013
1042,-286,-909
931,-124,-821
985,206,-993
907,327,-1087
931,-136,-1132
886,-134,-1083
983,304,-1136
950,242,-1038
972,-351,-837
810,-201,-796
886,206,-1052
767,464,-1165
724,-134,-1233
583,-48,-1134
651,208,-1190
571,236,-1118
460,-290,-936
372,-226,-841
392,128,-1057
312,316,-1192
253,-62,-1216
228,-9,-1157
210,169,-1188
253,220,-1212
163,-163,-970
87,-64,-905
121,99,-1167
177,165,-1372
1,-50,-1231
39,-5,-1169
103,154,-1198
148,81,-1249
56,-165,-1013
29,-23,-979
95,179,-1167
160,154,-1292
70,-89,-1212
124,115,-1177
204,236,-1311
255,-29,-1294
179,-236,-1106
163,-66,-983
214,208,-1153
294,152,-1313
185,-56,-1262
218,39,-1157
244,279,-1272
366,113,-1311
247,-298,-1110
173,-52,-1009
236,126,-1116
253,148,-1290
195,-105,-1276
154,103,-1262
163,208,-1288
222,136,-1333
103,-240,-1167
42,-23,-1026
64,156,-1122
93,138,-1303
58,-46,-1309
35,-48,-1241
7,306,-1305
181,15,-1317
54,-191,-1274
60,-136,-1044
-7,148,-1147
160,185,-1329
9,-52,-1446
78,-25,-1272
-33,318,-1268
162,76,-1344
29,-214,-1307
-7,-126,-1083
-35,113,-1151
101,136,-1309
17,-56,-1362
-9,42,-1253
-23,257,-1278
128,128,-1382
70,-242,-1323
17,-122,-1067
-39,152,-1054
99,185,-1243
39,-117,-1352
-46,29,-1231
-50,218,-1186
109,148,-1280
21,-121,-1253
15,-171,-1071
-72,169,-983
113,138,-1192
-17,27,-1327
21,3,-1229
-68,224,-1231
162,126,-1364
11,-191,-1335
5,-150,-1042
-113,87,-1038
62,154,-1262
-68,-13,-1440
-66,-1,-1284
-140,220,-1292
-17,165,-1417
-9,-109,-1436
-95,-144,-1122
-99,64,-1098
3,154,-1301
-13,-42,-1471
-66,-21,-1329
-78,212,-1278
52,152,-1430
9,-115,-1389
-33,-216,-1128
-80,105,-1034
62,148,-1262
23,-52,-1393
-21,-66,-1288
-33,185,-1284
122,169,-1428
99,-124,-1421
5,-230,-1100
-66,95,-1020
91,199,-1274
42,29,-1471
-31,-21,-1323
-35,136,-1268
95,263,-1372
93,-74,-1385
54,-222,-1163
-39,78,-1075
117,162,-1233
50,21,-1366
25,-81,-1315
-23,156,-1278
83,257,-1380
91,-37,-1424
46,-271,-1192
-68,-13,-1040
74,204,-1218
66,60,-1399
-27,-80,-1333
-56,140,-1262
29,265,-1317
87,-3,-1403
3,-134,-1192
-40,-83,-1098
7,160,-1231
37,64,-1407
-29,-50,-1360
-39,91,-1286
3,283,-1368
68,-27,-1438
-9,-228,-1259
-76,-52,-1122
-5,171,-1169
11,78,-1370
-78,3,-1327
-42,-1,-1290
-37,257,-1419
44,-11,-1450
-19,-220,-1272
-80,-64,-1052
-54,206,-1177
46,58,-1378
-56,-74,-1389
-58,74,-1284
-42,230,-1311
62,35,-1387
-23,-187,-1274
-39,-132,-1106
-50,173,-1149
50,130,-1296
-23,-62,-1337
-31,89,-1327
-54,259,-1329
121,58,-1424
-44,-173,-1284
33,-95,-1126
-68,85,-1128
93,175,-1341
-7,-39,-1462
1,3,-1327
-44,220,-1290
103,167,-1405
13,-177,-1339
21,-167,-1106
-60,126,-1106
52,87,-1333
15,-25,-1423
-5,3,-1307
-81,206,-1270
148,115,-1393
13,-95,-1350
-23,-117,-1106
-68,150,-1104
89,156,-1301
-25,-113,-1415
-21,9,-1288
-93,306,-1317
97,113,-1436
7,-195,-1391
-27,-115,-1110
-80,124,-1108
33,206,-1290
-33,-54,-1495
-66,-117,-1315
-85,210,-1286
56,255,-1339
1,-54,-1370
3,-165,-1194
-107,78,-1132
35,146,-1260
-44,-50,-1378
-37,-29,-1290
-56,130,-1249
56,284,-1356
5,29,-1321
11,-126,-1095
-68,42,-952
60,119,-1130
11,-27,-1247
-33,-37,-1134
-50,132,-1042
13,191,-1089
66,-35,-1167
-39,-163,-911
-91,58,-798
42,165,-907
1,-9,-1081
-29,-46,-958
-21,128,-933
31,199,-1034
68,-54,-1042
35,-185,-868
-64,11,-792
25,218,-823
52,23,-952
-33,-31,-935
-52,130,-962
-5,253,-1073
76,-17,-1110
-35,-245,-866
-64,-62,-710
-46,203,-776
31,58,-1052
-58,-66,-1038
-39,33,-983
-3,283,-1001
56,9,-1044
-23,-165,-862
-17,-103,-726
-19,156,-782
33,39,-901
-27,-48,-931
-56,80,-919
-62,222,-956
72,-19,-956
-31,-216,-790
-58,-111,-612
-56,101,-665
42,128,-892
-25,-99,-987
